Name der Klinik,Message,bewertungen,Title,Datum der Bewertung,fachbereich,Gesamtzufriedenheit,Textuell Gesamtzufriedenheit,Qualität der Beratung,Textuell Qualität der Beratung,Mediz. Behandlung,Textuell Mediz. Behandlung,Verwaltung und Abläufe,Textuell Verwaltung und Abläufe,Ausstattung und Gestaltung,Textuell Ausstattung und Gestaltung,Pro,Kontra,Krankheitsbild,Privatpatient,Erfahrungsbericht,Nutzername,Berichtet als,Behandlungsjahr,Daumen
DIAKOVERE Friederikenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,93 Bewertungen,"geht garnicht.. Umgang mit Patienten ""NO GO """,14.03.2013,Handchirurgie,0,unzufrieden,0,unzufrieden,0,unzufrieden,2,weniger zufrieden,Kein Info,Kein Info,die Dame in der Anmeldung sehr nett.,Sprechstunde kann man sich sparen,,nein,"ich habe seit ca. 20 JAhren probleme mit dem Handgelenken.. Mein Chirurg hat mir das Friederikenstift empfohlen, was sich dann allerdings als Flopp raustellte.. Nun gut ich war 2012 schon mal in der Sprechstunde . Das damalige Gespräch verlief sehr einseitig. Auf meine Probleme wurde nicht weiter eingegangen. Also habe ich die ganze Sache erstmal so weiter laufen lassen. NAch einen Jahr ging jetzt garnichts mehr..  Im MRT wurde eine Ruptur des Diskus festgestellt, was auch sehr schmerzhaft ist. Auf anraten meines Arztes bin ich wieder in die Sprechstunde gegangen. Nun wurde mir als Patient wieder nicht richtig zugehöhrt. In der Sprechstunde wurde eine Arthroskopie und das entfernen eines Überbeins besprochen. Bei der Anästhesiebesprechung hatte sich heraus gestellt , das mir nur das Ganglion entfernt sollte ??? Damit allein wäre mir nicht geholfen gewesen. Nun gut dann bin ich wieder zurück ins Haupthaus und habe dort noch mal mit dem Arzt gesprochen, der nur meinte als wenn ich mal gerade langeweile hätte dann machen wir eben die Arthroskopie ( klang eher gelangweilt) . ",Grey-Hund,berichtet als Patient,Jahr der Behandlung: 12/13,Daumen runter
Klinikum Emden,Diese Bewertung geht nicht in die Gesamtbewertung ein,52 Bewertungen,Gefässchirurgie,12.12.2007,Gefäßchirurgie,6,sehr zufrieden,6,"sehr zufrieden (Sehr ausführlich, geht auf Patienten ein)",6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,Kompetenter u. freundlicher Arzt,,nein,,"Seit kurzem arbeitet ein neuer Gefässchirurg im Krankenhaus, von dem ich bereits allerlei Gutes gehört hatte. Daraufhin habe ich mich vorgestellt und habe recht schnell einen OP Termin bekommen. Mein erster Eindruck bei der Untersuchung war sehr positiv, kompetenter Arzt und nettes Personal. Der Eingriff verlief sehr gut ohne Komplikationen.Vor und nach der OP nahm sich der Oberarzt viel Zeit für Fragen und Aufklärung. Auch das Pflegepersonal war super freundlich und das Essen in Ordnung.",Heike21,berichtet als Patient,Jahr der Behandlung: 2007,Kein Info
HELIOS Klinikum Hildesheim GmbH,,109 Bewertungen,Notfallbehandlung war bestens,02.01.2015,Frauen,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden (Unterlagen wurden zugeschickt),Kein Info,Kein Info,"
",,,nein,"Ich habe nur positives zu berichten, über die Notfallaktion meiner Mutter (82 Jahre). Sie wurde gegen 24.00Uhr am 28.12.2014 in der Heliosklinik eingeliefert. Seit Tagen klagte sie über Abgeschlagenheit, Schmerzen in der Brustgegend und an dem Sonntag kam dann Erbrechen dazu. Es ging einfach gar nichts mehr. Alarm für mich und Einsatz für den Notarzt. Die Kollegen im Notarztwagen waren so sehr freundlich und hilfsbereit, das ihr dieser Weg für kurze Zeit vergessen lies, wohin er denn führt.",monika82,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2014,Daumen hoch
AGAPLESION EV. KLINIKUM SCHAUMBURG,Diese Bewertung geht nicht in die Gesamtbewertung ein,92 Bewertungen,Schulter OP,30.03.2011,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden (die Physiotherapeuten könnten freundlicher und entgegen kommender sein),6,sehr zufrieden,Kein Info,Kein Info,spitze,nix,nein,,"Ich hatte am 17.02.2011 eine Schulter OP,alles verlief super .Das Pflegepersonal sowie alle Ärzte waren wirklich sehr nett,es blieb keine Frage offen.",P.K.NRW,berichtet als Patient,Jahr der Behandlung: 2011,Daumen hoch
Asklepios Fachklinikum Tiefenbrunn,Diese Bewertung geht nicht in die Gesamtbewertung ein,96 Bewertungen,Im Grunde eine gute Klinik wenn Personal vorhanden,23.02.2014,Kind/Jugend-Psych.,4,zufrieden,4,zufrieden,2,weniger zufrieden (meine Ärztin hatte ihren Doktortitel wohl auf Ebay gekauft...),2,"weniger zufrieden (""zufrieden"" nach erstem Aufenthalt, danach wurde einfach alles kaputtgespart und es lief garnichts mehr)",Kein Info,Kein Info,immer bemühtes Team,"Essen, Klinikleitung","Depression, SvV, PTBS, ...",nein,"Ich war innerhalb der letzten zwei Jahre insgesammt zweimal in TB im Waldhaus, also auf der Jugendlichen-Station. Insgesammt etwa 11 Monate lang.",Socke18,berichtet als Patient,Jahr der Behandlung: 2012/2013,Daumen hoch
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Sehr gute Behandlung,28.05.2018,Gefäßchirurgie,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden,"Sehr gute ärzltlich Behandlung, nettes Klinikpersonal",,offenes Bein,,"Bei einem Klinikaufenthalt wurde mein offenes Bein, dass ich schon vor dem Aufenthalt im Krankenhaus hatte von der Gefäßchirugie behandelt. Erst durch diese kompetente, fürsorgliche und nette Behandlung hat sich Besserung eingestellt. Auch nach dem Klinikaufenthalt wurde die weitere Behandlung sichergestellt. Ich bin glücklich, dass ich noch immer die Möglichkeit der Behandlung in der Gefäßchirurgie habe.",Johanna35,berichtet als Patient,Jahr der Behandlung: 2018,Daumen hoch
DRK-Clementinenhaus,,172 Bewertungen,Clementinenhaus sehr zu empfehlen,06.10.2017,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,2,weniger zufrieden,4,zufrieden,"Persönliche Betreuung, ausführliche Beratung, kompetente Versorgung",lange Wartezeit in der Notaufnahme,Ellenbogenfraktur,nein,"Ich war zum ersten Mal im Clementinenhaus und kann es wirklich wärmstens empfehlen. Besonders hervorzuheben ist die fast schon familiäre Atmosphäre. Ärzte und Pfleger kennen einen und wissen was man hat, ohne dass man es dem gerade diensthabenden Stationsarzt jedesmal neu erklären muss, wie ich das in anderen Krankenhäusern schon erlebt habe. Man fühlt sich als Patient ernst genommen und nicht nur als Nummer. Das gilt insbesondere auch für die ärztliche Behandlung an sich, die mich sehr beeindruckt hat. Der mich behandelnde leitende Oberarzt, dessen Namen ich hier ja leider nicht nennen darf, hat mich vor der OP ausführlich und verständlich beraten und sich dafür viel Zeit genommen, ebenso unmittelbar nach der OP. Auch am Tag der Entlassung kam es - obwohl am Samstag - noch einmal zu einem ausführlichen Gespräch. Das war wirklich ganz großes Kino. Die Schwestern und Pfleger der Station (1a) waren durchweg sehr freundlich und hilfsbereit, auch da gibt es absolut nichts zu nörgeln. ",Stsc,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Klinik Fallingbostel,,125 Bewertungen,Bad Fallingbostel-Eine Klinik mit Herz,13.11.2015,Kardiologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Das Personal war immer bestrebt Hilfestellung zu leisten.Vom Empfang bis zur Essenausgabe vor allem die Freundlichkeit.,Das interne Freizeitangebot ist ausgelegt auf menschen 50+.In meiner zeit waren viele junge Menschen in der Klinik.Da besteht Zusatzangebotsbedarf.,Koronare Herzerkrankung,nein,Eine sehr gute und informative Rundum Betreuung während des gesamten Aufenthaltes.,BjörnRaabe,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
HELIOS Klinik Cuxhaven,Diese Bewertung geht nicht in die Gesamtbewertung ein,64 Bewertungen,fachlich sehr gut aber Planung mangelhaft,29.03.2011,Frauen,4,zufrieden,6,sehr zufrieden,6,sehr zufrieden,2,weniger zufrieden,Kein Info,Kein Info,Chefarzt ist ein Spezialist,sehr lange Wartezeiten bei Untersuchungen,nein,,"fachlich fundiertes Wissen, sehr gute Ärzte vor allen Dingen Chefarzt, klären gut auf, freundliche Schwestern, trotz Neubau teils zu kleine Zimmer, Fernseher und Radio für jeden Patienten hervorragend, Essen sehr gut, Organisation schlecht",Operation,berichtet als Patient,Jahr der Behandlung: 2011,Daumen hoch
HEH Herzogin Elisabeth Hospital,Diese Bewertung geht nicht in die Gesamtbewertung ein,82 Bewertungen,Kniearthroskopie,07.08.2008,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,"
",,ja,,"Aufnahme und Operation erfolgten kurzfristig; medizinische Behandlung, Service und Betreuung vorzüglich; Ärzte, Pflege- und sonstiges Personal kompetent, freundlich und hilfsbereit!",AE,berichtet als Patient,Jahr der Behandlung: 2008,Kein Info
DIAKOVERE Annastift,Diese Bewertung geht nicht in die Gesamtbewertung ein,83 Bewertungen,würde mich dort wieder operieren lassen,30.08.2012,Orthopädie,4,zufrieden (Hygiene Toiletten und Duschen sollten verbessert werden),6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,"nette Schwestern,gute Betreuung",Gemeinschaftstoiletten und Duschen,Versteifung der Wirbel L4/5L5/S1,nein,"Mir wurde dieses KH von meinem Neurologen nach erfolglosen Spritzen und Krankengymnastik für eine OP empfohlen.Bin dort sehr gut beraten und aufgeklärt worden.Auch nach der Op,die vom Chefarzt persönlich durchgeführt wurde,war die Betreuung super.Anders kann ich das nicht sagen.Mit dem Ergebnis der OP bin ich bis jetzt zufrieden,denn nach jahrelangen Schmerzen kann ich endlich wieder mehr als 100 Meter schmerzfrei laufen(bis auf eine empfindliche Stelle mit Nerveniritation,die hoffentlich auch bald besser wird).Nun muss alles heilen,aber den ersten Schritt haben die Ärzte und Schwestern gemacht.Danke",jung36,berichtet als Patient,Jahr der Behandlung: 2012,Daumen hoch
DIAKOVERE Friederikenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,93 Bewertungen,Angenehm,28.01.2013,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,Operationsnarbe sieht sehr gut aus,Zimmer zur stark befahrenen Straße,Achillessehnenruptur,nein,"Mit der Versorgung war ich insgesamt sehr zufrieden. Bedauerlich war nur, dass auch nach einer täglichen Bitte, den Operateur sprechen zu können, niemand kam. Am Entlassungstag habe ich dann erst erfahren, dass dieser Arzt jetzt im Urlaub ist. Einige Minuten später wurde mir dann mitgeteilt, dass mich ganz jemand anderes als ursprünglich angekündigt operiert hat. Das fand ich dann schon ausgesprochen ärgerlich.",Flo88,berichtet als Patient,Jahr der Behandlung: 2012,Daumen hoch
Klinikum Emden,Diese Bewertung geht nicht in die Gesamtbewertung ein,52 Bewertungen,Ich war gut aufgehoben!,12.09.2007,Neurologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,Freundliches und hilfsbereites Personal!,z.T. stark verrauchte Besucher-WC´s,nein,,"Sehr bemühte Ärzte, die sich viel Zeit, auch für Gespräche, mit dem Patienten genommen haben und auch gute Erläuterungen zu den Untersuchungen gegeben haben.",Uli70,berichtet als Patient,Jahr der Behandlung: 2007,Kein Info
HELIOS Klinikum Hildesheim GmbH,Diese Bewertung geht nicht in die Gesamtbewertung ein,109 Bewertungen,Notfallambulanz!!!! Nein Danke...,16.12.2014,Kardiologie,0,unzufrieden,0,unzufrieden,6,sehr zufrieden,0,unzufrieden,Kein Info,Kein Info,Kompetentes freundliches Ärzteteam,Inkompetenz und Unfreundlichkeit beim Pflegepersonal,Herzprobleme,nein,Ich bin schockiert über die Notaufnahme. ,JannyL,berichtet als Patient,Jahr der Behandlung: 2014,Daumen runter
AGAPLESION EV. KLINIKUM SCHAUMBURG,Diese Bewertung geht nicht in die Gesamtbewertung ein,92 Bewertungen,PPS,10.03.2011,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,Kompliment an alle Ärzte und Schwestern,nix,nein,,"Die Zimmer sind nicht grad das Luxushotel,doch das ist relativ unwichtig.Das Essen naja...Geschmecker sind ja nun verschieden...Viel wichtiger ist die Behandlung und die Pflege nach der OP und da kann ich nichts negatives sagen.Egal welcher Arzt vorbei schaute,alle waren sehr nett und man konnte Fragen stellen...die einem auch immer beantwortet worden,so das man es auch versteht...Die Schwestern waren alle super,in der Zeit wo ich dort war...hatte ich keine mit schlechter Laune oder sonstiges erlebt...EINFACH SPITZE...",PPS,berichtet als Patient,Jahr der Behandlung: 2011,Daumen hoch
Asklepios Fachklinikum Tiefenbrunn,Diese Bewertung geht nicht in die Gesamtbewertung ein,96 Bewertungen,"Tiefenbrunn, mein Lebensweg",07.02.2014,Psychiatrie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,"Behandlung, Essen, Pflegepersonal, Ärzte","Hygiene, organisatorisches",,nein,"Erst einmal muss ich sagen, das ich die vielen negativen Bewertungen von einigen Patienten absolut unfair und frech finde. Ich bin bisher das 2. Mal in Tiefenbrunn gewesen und komme jedes Jahr wieder.Im Wiesenhaus und Schwidderhaus ist das Pflegepersonal stets bemüht, trotz Personalmangel die Patienten gut zu betreuen und entsprechendes Einfühlungsvermögen zu geben. Das gleiche kann ich auch von den Ärzten berichten. ",Lavendelzauber,berichtet als Patient,Jahr der Behandlung: 2012/13,Daumen hoch
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Nicht empfehlenswert,19.05.2018,Kindermedizin,0,unzufrieden,0,unzufrieden,2,weniger zufrieden,4,zufrieden,4,zufrieden,Schwestern waren nett,Nicht ernstgenommene Beschwerden,"Kopfschmerzen, Erbrechen",, ,AnniKa6,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2017,Daumen runter
DRK-Clementinenhaus,,172 Bewertungen,Ein Vorbild für andere Kliniken,26.09.2017,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Schmerztherapie,,Schulter-OP,nein,Ich bin begeistert von dieser Klinik und möchte mich ganz herzlich für die super tolle Betreuung bedanken.,Bogusch-Gabriel,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Klinik Fallingbostel,,125 Bewertungen,Erholung und Stärkung,30.10.2015,Kardiologie,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,Sehr freundliche und hilfsbereite Mitarbeiterschaft,Der Nato Übungsplatz ist bei Manövern hörbar,"Bypassoperation, Herzoperation",nein,"Man ist üblicherweise in dieser Klinik zur Rehabilitation nach einer Operation. Und so ist diese Klinik quasi ein bischen Wellness-Hotel und zugleich Krankenhaus. Man bekommt dort die Umgebung und Sicherheit die man braucht sich zu erholen. Dazu zählen eben auch u.a. körperliche Betätigungen, soweit es die Einschränkungen zulassen, um somit wieder fitt zu werden. ",Bernard2,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
HELIOS Klinik Cuxhaven,Diese Bewertung geht nicht in die Gesamtbewertung ein,64 Bewertungen,Arbeitserleichterung mit Blasenkatheter und Windeln bei Demenzkranken,07.01.2011,Unfallchirurgie,0,unzufrieden,0,unzufrieden (erst nach intensiver Nachfrage),4,zufrieden (außer der OP erfolgte keine Absprache mit Betreuer),0,unzufrieden,Kein Info,Kein Info,"
",,ja,,"Meine Mutter 86, demenzkrank, wurde nach Bruch des Sprunggelenkes im Klinikum Cuxhaven operiert und dann stationär aufgenommen. Als ich sie auf der Station besuchte, bemerkte ich, dass man ihr einen Blasenkatheter gelegt hatte und sie in Windeln lag, obwohl meine Mutter nicht inkontinent ist.",KDL,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2010,Kein Info
HEH Herzogin Elisabeth Hospital,Diese Bewertung geht nicht in die Gesamtbewertung ein,82 Bewertungen,Patientin vergessen,28.07.2007,Orthopädie,4,zufrieden,2,weniger zufrieden (geschah nur unter Zeitdruck und war nicht auf Bedürfnisse des Patienten abgestimmt),4,zufrieden,0,unzufrieden,Kein Info,Kein Info,kompetente Mediziner,chaotische Organisation,,,Knie-OP,Kathinka,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2007,Kein Info
DIAKOVERE Annastift,Diese Bewertung geht nicht in die Gesamtbewertung ein,83 Bewertungen,empfehlenswerte kompetente Klinik,13.08.2012,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,4,"zufrieden (während der OP traten (allerdings angekündigte) Komplikationen auf, die eine längere Nachbehandlung erfordern)",4,zufrieden (manchmal trotz Termin lange Wartezeiten),Kein Info,Kein Info,Bei Bedarf Hinzuziehung von Ärzten anderer Fachbereiche,,Spinalkanalstenose mit Spondylolisthesis,ja,Ich war im Juli für eine TLIF OP im Annastift.,Anne51,berichtet als Patient,Jahr der Behandlung: 2012,Daumen hoch
DIAKOVERE Friederikenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,93 Bewertungen,Sehr gute Unfallchirurgie,28.01.2013,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,Kompetent,,Bruch Schultergelenk,nein,"Ich habe mich auf Empfehlung eines Freundes von Wolfsburg nach Hannover verlegen lassen da man mir versicherte, dass hier in der Unfallchriurgie sehr fachspezifisch und kompetent wiederhergestellt wird.",ABoelssen,berichtet als Patient,Jahr der Behandlung: 2013,Daumen hoch
Klinikum Emden,Diese Bewertung geht nicht in die Gesamtbewertung ein,52 Bewertungen,Inkompetentz der Ärzte?,22.06.2007,Unfallchirurgie,0,unzufrieden,0,"unzufrieden (freundlich, aber schlecht;inkompetent)",0,unzufrieden,4,zufrieden,Kein Info,Kein Info,fäält mir nichts ein; doch: freundliche Beschwerdestelle,"lange Wartezeiten, falsche Diagnostik",,,Mein Sohn wurde 2006 wegen eines Schulunfalls ins Krankenhaus Emden gebracht.,costacalma,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2006,Kein Info
HELIOS Klinikum Hildesheim GmbH,Diese Bewertung geht nicht in die Gesamtbewertung ein,109 Bewertungen,Sehr gute Station,11.12.2014,Chirurgie,4,zufrieden,4,zufrieden,6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,Perfekter Service,Nichts,Hüftoperation,ja,"Meine Mutter war für mehrere Wochen auf der Station B4. Sie wurde auf das aller herzlichste gepflegt und von einem sehr liebevollen,  aufmerksamen Team,  trotz sehr vielen Patienten,  versorgt. Trotz aller Arbeit war immer Zeit für ein liebes Wort und ich würde jederzeit auf dieser Station liegen wollen. Herzlichen Dank für alles Washington für meine Mutter getan worden ist.",gwenny12,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2014,Daumen hoch
AGAPLESION EV. KLINIKUM SCHAUMBURG,Diese Bewertung geht nicht in die Gesamtbewertung ein,92 Bewertungen,,28.11.2010,Innere,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,4,zufrieden (Verhaltenes naja),Kein Info,Kein Info,"Alle anderen im Krankenhaus sind Spitzenklasse, ",,nein,,"Vorab mein Bericht in der Landeszeitung, damit Sie wissen, mit wem Sie es zu tuhen haben:  „Mein Frausein so schmerzhaft erkämpft“",Alex.54,berichtet als Patient,Jahr der Behandlung: 2008,Kein Info
Asklepios Fachklinikum Tiefenbrunn,Diese Bewertung geht nicht in die Gesamtbewertung ein,96 Bewertungen,"Ich ""CHEF"" du ""PATIENT"" ! (Schwidder Haus)",01.02.2014,Psychosomatik,2,weniger zufrieden,2,weniger zufrieden,2,weniger zufrieden,2,weniger zufrieden,Kein Info,Kein Info,muss man selbst erleben,muss man selbst erleben,Depressionen Persöhnlichkeitsstörung,nein,"Wenn man einen guten Draht zu den Psychologen und Pfleger hat kann man nicht meckern :) . Ich hatte leider das Pech das mein Krankheitsbild komplett falsch eingestellt wurde. Ich konnte mich meiner Psychologin nicht öffnen da wir gegeneinander vorbei redeten . Der Chefarzt starrte einen nur an und man hatte kein vertrautes Gefühl, da er keinerlei von mitgefühl zeigte. Im Gegenzeil.. als ich weinte da ich emotional durcheinander war  fragte er mich ganz ernst  was das sein soll!..frecher gehts nicht oder?! Im Schwidder Haus war es ansonsten sehr harmonisch ..alle der patienten waren schon fast wie eine kleine Familie man fuehlte sich sehr aufgehoben und fand auch sehr schnell jemanden zum reden. Die anderen Stationen kannte ich leider nicht .Ich finde es schade das manche Mitarbeiter aus dem Schwidder Haus sehr streng zu Patienten sind die aus psychologischen hintergründen nicht damit klar kommen unter Druck therapiert zu werden.Die Zimmer waren leider nicht richtig geputzt Staub Spinnenweben etc.Und wenn man eine Hausstaub Allergie und noch ne Hautkrankheit (Neurodermitis) hat wie ich ist es nicht so prickelnd also habe ich das Zimmer +Bad selbst sauber gemacht ;-)  traurig für ein Krankenhaus was eigtl Steril sein müsste!.Ansonsten konnte man nicht meckern, Essen gut Therapien gut . Tiefenbrunn kann ich weiter empfehlen für die, die keinen hohen Ansprüche auf Sauberkeit und Hygiene haben und sich gern unterdrücken lassen .Viel Spaß",semb,berichtet als Patient,Jahr der Behandlung: 2013,Daumen runter
